tmin	tmax	tmean	rain	hr
21.4	29.4	26.1	0.0	73.0
22.4	32.2	27.7	2.0	62.0
19.5	24.6	22.1	0.9	82.0
20.2	26.4	23.6	4.0	77.0
21.4	28.8	25.3	0.5	81.0
22.8	30.6	26.9	0.2	87.0
23.6	32.6	26.8	24.0	79.0
20.5	28.4	23.9	29.0	83.0
20.2	28.4	25.0	108.0	76.0
18.3	22.8	19.7	7.0	91.0
17.6	24.0	20.4	0.4	82.0
19.0	30.4	25.8	0.0	65.0
19.2	32.7	27.5	0.2	59.0
22.2	31.5	27.8	5.0	67.0
22.2	27.5	23.8	2.0	83.0
19.2	29.8	25.4	0.0	67.0
23.7	31.8	28.3	0.0	68.0
23.6	34.6	30.0	0.0	68.0
24.5	36.6	31.3	0.0	67.0
23.2	37.3	29.8	52.0	65.0
20.5	24.0	21.7	2.0	91.0
21.0	26.4	23.9	0.0	83.0
21.6	28.0	25.7	1.0	77.0
21.2	32.8	23.4	0.0	76.0
19.8	30.8	25.7	0.0	46.0
18.2	32.0	27.0	0.0	53.0
20.3	34.8	29.0	0.0	60.0
22.5	38.2	31.8	0.0	56.0
24.2	40.0	33.6	0.0	55.0
25.3	37.3	31.7	12.0	62.0
21.4	31.0	25.0	0.0	78.0
21.0	30.5	27.0	30.0	74.0
19.8	27.5	23.1	17.0	94.0
21.0	27.6	23.7	1.0	90.0
22.2	31.6	27.3	2.0	73.0
24.0	30.2	26.6	0.5	84.0
23.2	33.3	29.2	0.4	66.0
21.8	31.5	27.3	0.0	67.0
21.2	34.4	28.9	0.0	54.0
22.2	36.8	30.2	0.0	60.0
24.8	38.0	32.4	0.0	56.0
23.8	38.2	32.0	0.0	63.0
22.8	30.6	26.0	3.0	83.0
21.4	28.2	24.6	35.0	88.0
20.6	29.3	25.7	0.0	75.0
23.9	31.8	27.6	14.0	70.0
22.9	31.8	27.5	19.0	74.0
21.9	33.4	28.2	0.0	75.0
23.5	36.4	30.4	21.0	72.0
21.3	29.1	23.0	91.0	92.0
20.4	31.4	27.3	0.0	73.0
23.0	33.8	29.7	44.0	72.0
21.6	31.4	26.7	0.2	79.0
23.6	33.2	29.1	28.0	71.0
19.5	29.8	22.5	0.5	81.0
19.9	29.0	24.7	0.0	68.0
19.4	28.8	23.9	0.0	84.0
19.6	33.0	27.1	0.0	65.0
21.9	35.0	29.8	0.0	62.0
22.6	35.0	29.8	0.7	62.0
22.6	34.6	28.7	0.0	68.0
20.4	36.8	29.9	0.0	53.0
21.2	37.3	30.5	0.0	54.0
22.6	38.2	31.7	0.0	52.0
21.8	38.8	31.9	0.0	51.0
21.8	36.5	30.5	0.0	64.0
24.2	36.4	30.5	0.0	64.0
22.8	33.6	29.0	0.0	67.0
22.8	36.4	30.9	0.0	61.0
22.4	35.3	28.4	14.0	66.0
22.0	32.0	28.0	0.0	71.0
22.7	34.3	29.1	0.0	71.0
23.0	35.0	30.5	104.0	63.0
19.8	32.0	27.3	60.0	69.0
22.6	33.3	27.9	68.0	76.0
19.8	27.3	23.2	0.4	93.0
20.2	32.6	27.3	0.0	63.0
20.6	33.3	27.8	6.0	69.0
14.5	27.0	16.3	2.0	85.0
16.2	25.5	21.4	0.0	72.0
17.5	29.4	24.1	0.0	75.0
20.7	31.3	26.5	58.0	76.0
13.4	27.0	16.1	4.0	90.0
12.8	20.3	17.0	0.0	73.0
12.9	25.0	20.6	0.0	59.0
17.6	28.8	24.3	0.0	57.0
17.8	32.3	26.4	0.0	67.0
21.0	35.1	29.0	0.0	66.0
23.0	35.6	30.1	0.0	64.0
22.6	34.7	29.5	0.0	69.0
23.2	35.7	30.3	0.0	61.0
24.3	34.8	30.2	0.0	65.0
23.2	33.3	28.3	53.0	66.0
20.6	26.4	23.1	0.3	87.0
21.4	30.1	26.0	0.0	74.0
21.9	32.4	27.0	3.0	79.0
21.1	27.0	23.5	17.0	95.0
22.0	31.2	26.4	0.0	80.0
22.8	31.0	27.3	12.0	70.0
22.5	30.3	25.9	0.0	84.0
23.0	33.0	28.0	0.0	73.0
22.8	34.0	28.9	1.0	70.0
22.3	27.6	23.6	15.0	91.0
20.3	23.5	21.2	4.0	95.0
19.0	25.4	22.1	0.4	92.0
22.0	27.0	24.3	1.0	93.0
22.6	26.1	23.6	4.0	90.0
20.9	28.1	24.3	0.2	82.0
19.9	28.7	24.5	0.0	79.0
21.8	31.4	27.0	0.0	79.0
21.8	33.1	27.4	3.0	72.0
17.8	25.3	20.9	0.7	82.0
17.2	28.4	23.0	0.0	72.0
18.0	28.8	24.3	0.0	66.0
20.9	27.5	23.8	0.0	78.0
20.8	30.4	25.4	0.0	76.0
21.4	30.8	26.2	0.0	69.0
21.5	32.3	27.7	0.0	74.0
21.7	33.2	27.6	0.0	75.0
22.5	33.4	28.7	0.0	71.0
21.3	26.7	22.4	13.0	91.0
18.0	22.5	20.1	0.3	86.0
16.9	21.7	19.1	0.0	85.0
17.6	20.4	19.2	4.0	88.0
17.6	20.9	18.9	4.0	94.0
16.5	20.8	18.7	0.8	88.0
17.1	20.5	18.6	0.0	82.0
16.2	25.8	21.6	0.0	64.0
13.8	23.9	19.9	1.0	88.0
15.3	27.3	21.3	0.0	85.0
19.0	28.0	23.2	3.0	74.0
18.8	25.4	21.5	5.0	89.0
16.2	26.2	21.9	4.0	88.0
18.2	22.2	20.0	0.3	88.0
17.7	24.6	20.8	0.0	82.0
17.6	27.4	22.9	0.0	68.0
18.5	28.5	23.9	0.0	74.0
18.8	29.0	23.9	0.0	74.0
19.0	27.2	23.8	0.0	78.0
17.0	23.8	20.8	0.0	63.0
16.8	25.9	21.9	0.0	64.0
12.8	27.1	21.0	0.0	65.0
10.9	27.3	20.2	0.0	72.0
16.6	29.6	24.2	0.0	72.0
19.0	30.8	26.2	0.0	74.0
21.4	32.2	27.5	0.0	74.0
22.9	32.4	27.7	0.0	69.0
22.5	31.8	27.6	0.0	77.0
21.1	26.1	23.8	3.0	79.0
19.0	21.6	20.0	3.0	95.0
19.1	22.8	21.0	1.0	91.0
20.1	24.8	22.6	2.0	84.0
18.2	22.4	19.9	7.0	92.0
15.1	19.3	17.1	0.4	90.0
14.2	22.4	18.7	0.0	80.0
14.2	24.2	19.6	0.0	82.0
17.4	26.0	21.5	0.0	68.0
14.6	25.0	20.3	0.0	73.0
15.0	23.5	19.2	0.0	73.0
12.2	25.5	19.7	0.0	59.0
9.6	26.2	18.5	0.0	81.0
9.6	25.8	18.9	0.0	70.0
17.8	26.2	22.1	0.0	69.0
18.5	28.6	23.7	0.0	75.0
20.6	29.0	24.8	0.0	77.0
19.4	30.3	25.4	0.0	78.0
21.0	28.0	24.6	2.0	79.0
18.8	24.1	20.5	0.3	92.0
16.0	19.8	16.4	3.0	97.0
14.3	16.2	15.0	1.0	95.0
12.5	14.6	13.4	0.2	91.0
10.9	16.0	14.5	0.0	88.0
12.8	20.7	17.3	0.0	86.0
15.4	20.7	17.8	0.0	87.0
14.4	22.6	18.5	0.0	85.0
11.8	26.2	19.2	0.0	86.0
11.4	25.8	19.6	0.0	81.0
12.1	27.6	20.2	0.0	69.0
14.8	25.5	20.6	0.0	65.0
14.2	26.8	21.7	0.0	70.0
18.0	27.9	22.0	0.0	82.0
14.8	28.2	22.0	0.0	75.0
17.0	29.0	23.1	0.0	77.0
18.6	29.3	24.9	0.0	72.0
17.8	27.0	22.6	2.0	83.0
11.8	22.4	13.2	0.1	90.0
9.8	17.9	14.2	0.0	76.0
8.4	22.7	15.0	0.0	86.0
9.2	23.0	17.1	1.0	75.0
12.0	19.4	14.6	16.0	96.0
8.8	12.0	10.5	0.7	89.0
9.6	14.8	12.7	0.1	91.0
12.6	17.4	15.2	0.0	85.0
11.5	22.6	17.3	0.0	79.0
11.1	25.7	16.2	0.0	92.0
15.0	22.5	19.3	0.0	85.0
16.2	23.8	19.9	0.0	87.0
15.3	28.0	21.4	0.0	78.0
16.0	24.2	20.3	0.0	78.0
16.7	22.5	19.8	0.0	80.0
16.8	21.6	19.4	0.0	86.0
15.5	25.0	20.2	0.0	82.0
14.4	26.4	20.3	0.0	82.0
13.4	28.6	21.7	0.0	70.0
12.8	27.8	20.8	0.0	74.0
11.9	27.6	20.7	0.0	73.0
13.8	26.2	21.1	0.0	79.0
14.5	26.0	20.8	0.0	83.0
15.6	26.4	21.7	0.0	77.0
18.5	28.6	23.6	0.0	74.0
15.5	28.2	23.0	0.0	74.0
15.9	21.8	18.7	0.0	85.0
17.9	28.3	22.9	0.0	79.0
16.5	29.3	23.2	0.0	77.0
16.6	26.0	21.3	0.0	80.0
16.2	27.7	22.7	0.0	71.0
15.4	25.8	20.8	0.0	70.0
15.6	22.6	19.5	0.0	77.0
15.6	18.7	17.1	0.0	76.0
14.4	19.6	17.3	0.0	73.0
11.8	27.5	19.6	0.0	73.0
10.8	18.9	11.9	0.0	43.0
2.6	16.8	10.9	0.0	60.0
3.0	18.0	11.6	0.0	63.0
4.2	20.3	12.5	0.0	59.0
3.6	21.2	12.7	0.0	60.0
3.2	23.3	14.1	0.0	64.0
8.4	21.4	15.7	0.0	62.0
7.6	18.0	14.9	0.0	57.0
10.2	21.0	15.5	0.0	50.0
6.0	23.8	15.5	0.0	59.0
10.3	28.6	19.4	0.0	64.0
12.2	33.6	22.9	0.0	60.0
14.8	25.2	16.8	0.0	43.0
11.0	20.8	15.4	0.0	44.0
4.9	20.4	13.7	0.0	50.0
3.6	17.6	11.0	0.0	66.0
6.1	14.0	11.5	0.0	70.0
9.0	14.4	11.9	0.0	58.0
7.9	19.8	13.7	0.0	61.0
5.6	21.2	14.4	0.0	67.0
10.3	23.4	17.3	0.0	62.0
8.0	25.4	17.7	0.0	64.0
10.1	27.8	19.8	0.0	60.0
13.0	30.5	22.5	0.0	63.0
15.8	24.2	20.0	0.0	57.0
11.0	21.4	16.4	0.0	60.0
10.5	24.0	17.9	0.0	60.0
8.9	22.0	16.7	1.0	65.0
10.8	17.6	12.7	0.2	83.0
4.3	24.2	15.3	0.0	72.0
7.0	28.4	19.4	0.0	44.0
11.4	21.5	16.5	0.0	28.0
4.6	22.6	14.5	0.0	51.0
4.8	25.2	16.2	0.0	46.0
6.1	27.8	18.5	0.0	46.0
10.2	31.3	22.2	0.0	48.0
12.6	28.8	21.6	0.0	56.0
12.7	25.4	20.0	0.0	56.0
15.0	23.0	18.2	0.0	58.0
8.1	27.4	18.8	0.0	62.0
9.2	30.2	20.5	0.0	58.0
10.1	31.6	22.4	0.0	52.0
12.9	34.2	25.0	0.0	49.0
13.9	33.1	25.2	0.0	50.0
16.8	24.5	18.7	0.0	51.0
12.9	16.8	14.5	0.0	44.0
9.9	21.0	16.6	0.0	43.0
4.2	22.4	15.1	0.0	45.0
5.8	26.7	17.0	0.0	38.0
4.6	17.8	15.5	0.0	42.0
8.8	12.6	10.0	0.0	46.0
7.8	14.6	11.4	0.0	44.0
8.0	19.5	14.8	0.0	36.0
5.2	25.7	16.8	0.0	40.0
7.0	28.0	19.6	0.0	42.0
10.6	29.2	20.6	0.0	48.0
12.6	32.5	24.4	0.0	45.0
14.8	36.0	27.3	0.0	45.0
17.8	38.9	29.2	0.0	40.0
18.8	36.7	28.8	0.0	43.0
18.7	26.4	22.5	0.0	37.0
15.8	20.0	17.9	0.0	28.0
11.8	16.2	12.9	0.0	48.0
3.1	22.4	14.7	0.0	34.0
3.1	27.5	17.1	0.0	25.0
7.5	27.4	17.7	0.0	36.0
6.0	29.3	20.1	0.0	27.0
8.0	27.8	19.9	0.0	36.0
9.6	29.8	22.0	0.0	34.0
11.9	28.2	22.4	0.0	37.0
13.4	32.2	24.4	0.0	41.0
13.4	36.4	26.9	0.0	41.0
17.3	40.0	30.3	0.0	34.0
19.0	30.6	24.4	0.0	28.0
13.3	32.2	24.4	0.0	38.0
17.9	37.3	28.9	0.0	37.0
19.0	41.1	30.3	2.0	39.0
21.0	30.4	25.9	0.7	48.0
15.0	31.5	24.6	0.0	54.0
19.5	33.0	27.3	0.0	49.0
20.1	38.1	29.1	1.0	41.0
9.0	28.6	15.5	0.0	74.0
10.4	26.4	19.8	0.0	52.0
10.3	32.0	23.7	0.0	43.0
15.9	36.2	28.3	0.0	36.0
21.1	36.4	29.8	4.0	43.0
20.2	34.3	27.5	0.0	56.0
20.5	34.2	27.9	11.0	58.0
21.5	28.8	24.7	0.0	76.0
19.4	31.4	26.1	0.0	66.0
20.0	35.8	29.2	0.0	53.0
20.2	38.4	30.9	0.0	48.0
20.3	28.8	22.2	0.9	72.0
12.3	20.6	17.1	1.0	88.0
12.2	20.7	16.4	0.0	71.0
14.0	29.6	23.4	0.0	47.0
14.6	31.8	25.2	0.0	41.0
15.3	35.8	27.7	0.0	30.0
14.8	38.5	29.1	0.0	24.0
14.3	39.0	28.8	0.0	28.0
18.4	38.4	29.8	0.0	38.0
17.5	38.1	30.1	0.0	36.0
22.4	33.4	28.9	0.0	38.0
19.2	34.3	28.1	0.0	43.0
20.9	34.5	28.8	0.2	56.0
22.0	29.4	23.4	2.0	80.0
18.1	34.4	27.4	0.0	55.0
19.7	38.0	30.8	0.0	46.0
23.8	39.4	32.4	0.0	50.0
22.2	31.6	27.6	0.6	52.0
18.6	23.7	21.0	0.7	82.0
20.0	29.5	25.1	0.0	61.0
21.4	34.4	28.7	0.0	46.0
21.3	36.8	30.0	31.0	42.0
17.2	25.6	19.5	0.9	81.0
15.4	25.8	21.0	0.0	55.0
10.5	25.8	20.1	0.0	41.0
11.2	27.4	21.5	0.0	44.0
16.6	31.8	25.2	0.0	41.0
15.6	34.5	26.7	0.0	40.0
17.8	35.8	29.0	0.0	39.0
19.4	38.6	30.8	0.0	45.0
20.9	38.5	31.1	0.0	42.0
22.2	37.8	31.2	2.0	43.0
19.3	34.2	28.2	0.0	55.0
22.0	39.4	32.3	0.0	44.0
22.9	35.2	30.4	0.0	23.0
19.2	30.5	25.9	0.0	34.0
17.5	31.2	26.3	0.0	40.0
17.2	36.0	28.2	0.0	43.0
19.3	40.4	32.3	0.0	33.0
21.6	43.0	34.1	6.0	37.0
19.6	34.3	24.1	0.0	44.0
14.4	36.3	27.6	0.0	37.0
17.9	39.2	31.0	0.0	28.0
18.0	41.5	32.8	0.0	31.0
21.2	40.8	32.8	0.0	29.0
21.6	40.3	33.5	0.0	30.0
21.2	40.3	32.4	21.0	40.0
22.0	32.0	26.0	0.0	73.0
21.0	36.3	30.4	0.0	56.0
22.5	32.6	28.3	0.2	61.0
24.0	33.8	29.0	94.0	68.0
20.4	30.4	24.5	2.0	82.0
20.6	33.2	27.7	0.4	67.0
22.3	31.5	28.2	0.0	67.0
23.0	35.4	30.4	0.0	60.0
24.5	30.5	26.4	0.0	79.0
23.6	29.4	26.7	0.0	72.0
22.2	34.4	27.3	9.0	85.0
20.3	28.3	23.8	0.0	81.0
21.5	31.8	27.3	0.0	66.0
22.1	34.2	29.3	2.0	61.0
21.2	28.9	25.4	0.0	45.0
15.3	32.6	25.9	0.0	52.0
19.9	37.6	30.2	11.0	55.0
21.3	32.0	25.8	0.3	77.0
22.3	33.4	28.8	0.0	63.0
24.2	33.3	29.6	0.2	67.0
21.6	31.5	26.6	76.0	84.0
18.3	25.3	21.8	0.0	70.0
16.3	27.8	23.4	0.0	64.0
20.6	30.5	26.1	0.2	62.0
22.5	33.0	28.3	0.0	66.0
23.4	34.6	30.5	0.0	62.0
23.4	35.2	30.9	0.0	67.0
18.6	32.7	24.0	3.0	89.0
17.0	24.8	21.8	0.0	72.0
20.8	26.6	24.2	0.0	78.0
21.6	32.4	28.0	0.0	68.0
23.3	36.4	31.2	0.0	67.0
23.0	35.8	29.3	58.0	66.0
18.8	23.5	19.8	7.0	93.0
17.9	24.8	22.2	0.0	61.0
20.0	26.8	23.3	0.0	70.0
20.0	28.3	23.6	24.0	87.0
17.9	27.8	24.3	0.3	74.0
21.2	29.8	25.9	0.0	78.0
23.0	32.0	28.2	0.0	65.0
24.3	33.4	29.4	17.0	67.0
21.5	28.3	22.9	9.0	93.0
21.2	29.4	25.2	0.0	86.0
22.6	35.2	29.3	5.0	73.0
21.5	33.6	28.8	0.0	71.0
23.3	35.0	29.1	0.0	73.0
23.2	34.8	29.4	0.0	67.0
22.0	32.3	27.8	3.0	67.0
22.5	30.3	26.7	0.0	72.0
23.0	32.6	27.1	0.0	78.0
21.6	31.2	26.4	0.0	70.0
20.3	35.0	28.5	0.0	54.0
19.5	33.3	27.6	0.0	59.0
21.4	28.3	25.7	2.0	67.0
21.5	28.8	25.3	0.3	77.0
21.6	31.4	27.2	0.0	72.0
23.2	32.9	28.8	0.0	62.0
22.2	37.9	30.7	42.0	58.0
20.8	33.3	27.2	0.0	71.0
22.2	33.8	27.5	3.0	73.0
21.8	32.2	27.3	0.0	57.0
21.6	34.8	29.4	0.0	54.0
21.5	36.5	30.0	0.0	54.0
24.0	36.8	31.0	0.0	52.0
24.2	36.2	31.0	0.0	51.0
24.6	36.7	31.9	0.0	53.0
25.4	39.0	33.0	0.0	52.0
23.6	40.0	33.1	11.0	48.0
23.0	31.4	26.0	15.0	83.0
22.6	30.3	26.1	6.0	86.0
22.0	33.6	28.1	107.0	81.0
21.0	28.6	23.9	9.0	92.0
21.2	29.0	25.3	0.0	79.0
21.6	28.8	25.3	0.0	70.0
20.8	34.0	26.2	0.0	70.0
22.4	30.2	26.3	0.0	73.0
23.4	30.0	26.9	0.0	72.0
22.6	30.4	26.3	0.0	78.0
22.5	33.0	28.0	0.0	64.0
22.0	32.8	27.6	20.0	76.0
22.0	32.8	27.7	0.0	67.0
22.7	30.8	27.7	0.0	60.0
21.8	27.0	24.9	0.0	71.0
22.2	33.5	29.2	0.0	67.0
21.8	31.0	26.3	5.0	70.0
18.7	23.5	21.9	23.0	86.0
17.8	25.8	21.4	0.2	78.0
18.8	28.2	23.6	0.0	67.0
17.2	30.0	24.2	0.0	65.0
19.5	28.6	24.4	0.0	60.0
17.8	29.8	24.5	0.0	54.0
16.6	30.4	25.0	0.0	53.0
20.2	32.3	27.4	0.0	56.0
21.8	33.7	28.6	0.0	62.0
23.0	36.0	29.8	0.0	66.0
23.0	36.2	30.5	0.0	63.0
23.7	35.6	30.1	0.0	65.0
23.9	34.6	30.0	0.0	63.0
23.5	37.8	30.3	0.0	66.0
21.1	29.5	24.9	0.0	59.0
18.9	28.7	24.3	0.0	75.0
22.3	32.5	26.9	0.0	74.0
23.2	36.2	30.4	0.3	63.0
20.0	30.8	23.5	3.0	78.0
18.9	22.4	20.8	0.0	83.0
19.8	27.1	23.9	3.0	77.0
21.2	26.2	23.3	71.0	93.0
21.6	26.8	24.2	21.0	90.0
20.7	24.5	22.4	24.0	96.0
20.3	26.0	23.3	0.2	83.0
20.8	26.7	23.6	0.1	86.0
22.6	28.5	25.6	2.0	83.0
22.4	28.5	25.6	19.0	90.0
22.6	29.5	25.2	14.0	87.0
20.2	30.0	25.1	5.0	74.0
20.4	24.4	22.3	4.0	88.0
19.3	27.0	23.9	0.0	81.0
20.1	28.7	24.5	0.0	77.0
20.6	29.0	25.0	0.0	74.0
20.5	29.8	25.6	0.0	61.0
19.5	31.8	26.3	0.0	68.0
19.4	31.4	26.3	0.0	74.0
23.0	31.5	27.0	0.0	70.0
22.0	31.6	27.4	0.0	70.0
20.6	31.8	27.5	0.0	62.0
21.8	32.7	28.1	0.0	65.0
22.2	33.4	28.5	7.0	69.0
21.6	31.8	27.4	0.0	76.0
24.1	30.6	27.1	3.0	73.0
21.9	28.5	24.7	0.0	87.0
24.2	31.9	27.9	0.2	81.0
23.2	31.2	28.2	12.0	78.0
23.2	29.5	26.1	0.2	89.0
24.3	33.5	29.2	0.0	76.0
24.3	33.7	29.2	36.0	76.0
20.4	31.0	26.4	0.0	75.0
22.6	29.0	24.4	18.0	91.0
21.3	25.1	23.2	3.0	95.0
21.2	24.6	22.6	4.0	95.0
21.5	31.0	27.0	0.0	82.0
22.1	32.6	27.6	0.0	83.0
22.7	32.3	27.4	44.0	83.0
17.4	26.5	19.4	4.0	95.0
16.8	19.8	18.4	0.9	95.0
18.9	25.0	21.8	0.0	76.0
18.0	25.7	21.9	0.0	78.0
18.1	23.1	20.6	0.0	84.0
16.8	23.0	19.7	0.0	85.0
18.3	26.4	22.0	0.0	79.0
17.9	27.8	23.4	0.0	77.0
17.9	22.2	19.4	0.0	75.0
15.4	19.8	16.9	1.0	85.0
13.7	17.2	15.6	2.0	81.0
13.7	17.2	15.2	1.0	92.0
12.3	23.4	18.9	0.0	71.0
16.3	21.9	18.9	0.0	86.0
17.9	25.2	20.8	0.0	83.0
15.5	23.5	19.5	0.0	79.0
12.9	23.8	18.8	0.0	77.0
17.3	26.5	22.1	0.2	74.0
17.2	21.9	19.1	3.0	75.0
11.4	17.2	12.1	1.0	91.0
10.7	15.6	13.7	0.0	79.0
12.0	18.0	15.4	0.0	76.0
8.6	21.0	15.2	0.0	84.0
8.8	23.6	16.9	0.0	78.0
11.5	24.0	19.0	0.0	71.0
16.9	20.7	18.7	0.0	84.0
16.5	24.1	20.5	0.0	79.0
16.8	21.5	19.1	0.0	81.0
12.3	18.3	14.9	5.0	86.0
9.7	15.0	12.9	0.2	85.0
10.2	18.8	14.5	0.0	75.0
11.8	19.0	15.2	0.0	79.0
13.8	20.4	17.4	0.2	75.0
14.2	16.6	15.1	0.1	87.0
13.4	17.5	15.6	0.0	81.0
13.8	16.4	14.9	0.7	90.0
13.4	17.0	15.1	0.0	81.0
12.6	14.8	13.8	2.0	83.0
11.7	13.4	12.3	0.8	92.0
11.5	14.2	12.7	0.3	89.0
7.3	20.5	14.1	0.0	75.0
5.6	22.2	14.7	0.0	78.0
5.3	21.6	15.1	0.0	73.0
8.0	22.0	15.6	0.0	76.0
9.2	23.3	15.9	0.0	75.0
9.0	21.6	16.6	0.0	75.0
14.2	17.2	15.6	0.0	84.0
12.9	17.7	15.4	0.0	84.0
8.7	21.0	15.9	0.0	77.0
8.0	20.6	15.2	0.0	78.0
12.8	22.5	17.8	0.0	73.0
8.9	19.6	15.2	0.0	79.0
11.3	18.4	16.0	2.0	84.0
10.5	14.2	11.9	0.2	87.0
10.0	21.5	15.2	0.2	86.0
9.0	20.1	14.5	0.0	90.0
7.6	21.4	16.8	0.0	73.0
9.6	16.2	11.7	0.0	63.0
0.6	18.4	10.6	0.0	74.0
2.4	20.0	11.6	0.0	73.0
2.2	20.7	13.0	0.0	73.0
6.0	24.0	16.2	0.0	74.0
9.3	25.6	18.3	0.0	75.0
11.3	25.9	19.7	0.0	71.0
13.9	20.4	17.6	0.0	78.0
11.6	25.5	19.7	0.0	76.0
12.7	28.0	20.6	0.0	79.0
16.0	23.5	20.3	0.0	75.0
12.6	19.8	16.9	0.0	83.0
16.4	23.5	20.1	0.0	76.0
16.3	21.5	18.9	0.0	78.0
15.3	20.0	18.0	0.0	86.0
15.7	19.2	17.7	0.3	90.0
15.0	22.2	18.5	0.0	81.0
12.2	23.0	17.8	0.0	78.0
15.5	25.7	20.5	0.0	80.0
16.8	26.7	22.2	0.0	75.0
14.9	21.5	15.6	0.0	92.0
14.1	22.0	18.1	0.0	87.0
15.1	20.8	18.3	0.0	85.0
14.7	18.4	16.5	0.0	65.0
9.9	21.5	17.2	0.0	67.0
10.3	25.0	18.0	0.0	81.0
11.7	26.2	20.0	0.0	73.0
13.8	20.2	15.3	0.0	45.0
11.6	20.4	15.5	0.0	72.0
10.2	19.8	15.3	0.0	69.0
6.2	20.0	13.8	0.0	55.0
1.3	20.4	12.0	0.0	71.0
6.4	27.2	17.2	0.0	70.0
9.5	28.4	19.8	0.0	59.0
12.5	19.5	16.9	0.0	63.0
11.9	15.2	13.3	0.0	63.0
9.4	12.9	11.5	0.0	52.0
8.0	13.8	11.3	0.0	60.0
1.7	19.4	11.5	0.0	69.0
2.1	21.9	13.9	0.0	64.0
8.2	23.9	16.7	0.0	69.0
10.3	22.3	17.7	0.0	77.0
13.7	25.6	20.9	0.0	71.0
17.3	27.6	22.9	0.7	70.0
16.9	30.5	24.0	0.0	73.0
16.0	29.6	23.5	0.0	70.0
16.4	30.5	23.9	0.0	65.0
15.8	24.6	18.2	0.0	55.0
13.3	19.2	16.2	0.0	48.0
6.4	21.0	14.5	0.0	53.0
3.4	22.9	14.7	0.0	54.0
4.0	24.3	15.5	0.0	59.0
5.4	26.5	18.0	0.0	63.0
12.4	31.2	22.4	0.0	59.0
13.6	28.4	22.4	0.0	58.0
14.9	23.1	17.9	0.0	69.0
12.6	14.9	13.7	0.1	84.0
10.4	17.0	13.6	0.0	63.0
10.6	17.2	14.4	0.0	58.0
7.0	18.2	13.2	0.0	71.0
7.4	20.5	15.3	0.0	66.0
11.1	26.0	18.8	0.0	64.0
11.8	29.4	21.1	0.0	64.0
14.0	30.7	23.2	0.0	61.0
14.6	32.5	24.5	0.0	64.0
16.9	33.6	26.0	18.0	52.0
17.9	27.2	21.0	0.0	68.0
14.1	20.6	15.1	0.0	68.0
12.7	14.8	13.8	0.0	75.0
11.2	14.2	12.7	0.0	69.0
10.4	13.6	12.3	0.5	80.0
9.5	14.8	12.4	0.0	78.0
6.0	19.1	13.8	0.0	70.0
7.8	21.4	16.0	0.0	54.0
11.3	22.4	17.1	0.0	63.0
11.2	25.4	19.5	0.0	58.0
10.5	25.8	19.5	0.0	52.0
10.8	29.0	20.4	0.0	60.0
11.7	30.5	22.6	0.0	52.0
12.9	32.6	24.4	0.0	55.0
15.7	34.6	26.1	0.0	51.0
17.1	35.8	27.3	0.0	51.0
17.1	36.0	28.0	0.0	48.0
18.8	32.9	27.0	0.0	47.0
19.8	34.4	27.8	0.0	51.0
18.5	38.1	29.4	0.0	51.0
20.3	37.9	30.0	0.0	48.0
20.0	37.0	29.8	0.0	51.0
22.4	31.6	26.6	5.0	51.0
13.1	22.8	14.0	0.2	82.0
13.3	18.6	16.1	0.0	62.0
13.5	23.2	18.0	0.0	45.0
13.2	19.6	16.6	0.0	55.0
12.0	21.6	16.6	0.0	44.0
6.3	24.9	17.1	0.0	47.0
7.4	27.6	19.4	0.0	40.0
9.5	29.1	21.1	0.0	33.0
11.0	29.0	21.6	0.0	38.0
11.9	32.6	23.5	0.0	41.0
13.4	36.5	26.7	0.0	37.0
17.4	36.5	27.7	0.0	42.0
18.9	25.4	22.2	0.0	37.0
10.8	29.4	21.8	0.0	41.0
20.0	24.4	22.0	0.0	39.0
16.2	29.4	23.1	0.0	40.0
13.2	32.1	24.1	0.0	41.0
16.1	33.5	26.0	0.0	44.0
19.6	36.4	29.3	3.0	38.0
19.2	35.2	28.2	6.0	52.0
11.1	30.6	25.5	77.0	69.0
16.7	24.2	17.1	9.0	95.0
15.2	22.6	18.6	0.3	78.0
14.9	27.5	22.8	0.0	64.0
17.8	31.4	25.2	0.0	58.0
17.2	32.3	26.4	0.0	53.0
20.6	34.1	28.4	0.0	55.0
22.2	35.2	28.9	0.0	49.0
21.3	36.5	29.2	0.0	45.0
18.5	37.3	29.3	0.0	38.0
19.7	37.1	29.1	0.0	37.0
16.3	30.2	24.6	0.0	39.0
14.6	33.0	25.7	0.0	44.0
16.2	34.4	26.9	0.0	53.0
20.7	33.3	27.0	0.0	47.0
19.1	23.9	21.3	0.0	42.0
15.2	30.2	23.3	0.0	41.0
12.8	33.5	25.5	0.0	48.0
18.1	39.0	30.5	0.0	37.0
21.1	30.5	26.3	0.0	46.0
18.7	34.2	27.2	0.0	47.0
19.8	25.2	22.6	0.0	53.0
19.0	27.6	24.0	0.0	55.0
16.6	33.1	26.5	0.0	39.0
17.4	37.0	28.7	0.0	42.0
20.0	35.4	28.6	0.1	47.0
19.0	31.0	25.7	0.0	48.0
16.7	30.9	24.6	0.0	45.0
16.4	34.8	27.8	0.0	44.0
20.1	26.9	23.4	0.0	43.0
15.0	31.1	24.9	0.0	51.0
